Threshold_Factor,Detected_Cells,True_Cells,False_Alarm_Cells,False_Cells,Detection_Rate,False_Alarm_Rate
12.200000000000001,29176,391135,5682,7849505,0.07459317115573906,0.0007238673011865079
12.25,29176,391135,5609,7849505,0.07459317115573906,0.0007145673516992472
12.3,29176,391135,5537,7849505,0.07459317115573906,0.0007053947987803053
12.350000000000001,28308,391135,5464,7849505,0.07237398852058752,0.0006960948492930446
12.4,27227,391135,5395,7849505,0.06961023687473634,0.0006873044860790585
12.450000000000001,27227,391135,5340,7849505,0.06961023687473634,0.0006802976748215334
12.5,27227,391135,5279,7849505,0.06961023687473634,0.0006725264841540964
12.55,26334,391135,5234,7849505,0.0673271376890332,0.0006667936385797576
12.600000000000001,26334,391135,5178,7849505,0.0673271376890332,0.0006596594307539138
12.65,24986,391135,5113,7849505,0.06388075728329093,0.0006513786538132022
12.700000000000001,24986,391135,5060,7849505,0.06388075728329093,0.0006446266356923144
12.75,24986,391135,5000,7849505,0.06388075728329093,0.000636982841593196
12.8,24986,391135,4932,7849505,0.06388075728329093,0.0006283198749475285
12.850000000000001,24242,391135,4878,7849505,0.061978600738875324,0.000621440460258322
12.9,23540,391135,4809,7849505,0.060183823999386404,0.000612650097044336
12.950000000000001,23540,391135,4735,7849505,0.060183823999386404,0.0006032227509887566
13.0,23540,391135,4667,7849505,0.060183823999386404,0.0005945597843430891
13.05,21624,391135,4609,7849505,0.05528525956511179,0.000587170783380608
13.100000000000001,21624,391135,4533,7849505,0.05528525956511179,0.0005774886441883915
13.15,21624,391135,4455,7849505,0.05528525956511179,0.0005675517118595376
13.200000000000001,21624,391135,4390,7849505,0.05528525956511179,0.0005592709349188261
13.25,20825,391135,4330,7849505,0.05324248660948266,0.0005516271408197077
13.3,20665,391135,4288,7849505,0.05283342068595242,0.0005462764849503249
13.350000000000001,20054,391135,4216,7849505,0.05127130019047132,0.0005371039320313829
13.4,20054,391135,4162,7849505,0.05127130019047132,0.0005302245173421764
13.450000000000001,20054,391135,4108,7849505,0.05127130019047132,0.0005233451026529698
13.5,20054,391135,4063,7849505,0.05127130019047132,0.000517612257078631
13.55,20054,391135,4001,7849505,0.05127130019047132,0.0005097136698428755
13.600000000000001,20054,391135,3938,7849505,0.05127130019047132,0.0005016876860388012
13.65,20054,391135,3864,7849505,0.05127130019047132,0.0004922603399832219
13.700000000000001,20054,391135,3783,7849505,0.05127130019047132,0.0004819412179494121
13.75,20054,391135,3713,7849505,0.05127130019047132,0.0004730234581671074
13.8,20054,391135,3653,7849505,0.05127130019047132,0.000465379664067989
13.850000000000001,19574,391135,3589,7849505,0.0500441024198806,0.00045722628369559607
13.9,18822,391135,3527,7849505,0.04812149257928848,0.00044932769645984044
13.950000000000001,18822,391135,3461,7849505,0.04812149257928848,0.00044091952295081027
14.0,18822,391135,3392,7849505,0.04812149257928848,0.00043212915973682415
14.05,18822,391135,3317,7849505,0.04812149257928848,0.0004225744171129262
14.100000000000001,18822,391135,3242,7849505,0.04812149257928848,0.0004130196744890283
14.15,18822,391135,3170,7849505,0.04812149257928848,0.0004038471215700863
14.200000000000001,18822,391135,3090,7849505,0.04812149257928848,0.0003936553961045951
14.25,18070,391135,3020,7849505,0.04619888273869636,0.0003847376363222904
14.3,18070,391135,2948,7849505,0.04619888273869636,0.00037556508340334837
14.350000000000001,18070,391135,2879,7849505,0.04619888273869636,0.00036677472018936224
14.4,17450,391135,2812,7849505,0.04461375228501668,0.0003582391501120134
14.450000000000001,17450,391135,2732,7849505,0.04461375228501668,0.0003480474246465223
14.5,17450,391135,2668,7849505,0.04461375228501668,0.0003398940442741294
14.55,17016,391135,2592,7849505,0.04350416096744091,0.0003302119050819128
14.600000000000001,17016,391135,2524,7849505,0.04350416096744091,0.00032154893843624533
14.65,16311,391135,2475,7849505,0.0417017142418858,0.000315306506588632
14.700000000000001,15804,391135,2418,7849505,0.04040548659669935,0.00030804490219446957
14.75,15804,391135,2360,7849505,0.04040548659669935,0.0003006559012319885
14.8,15804,391135,2303,7849505,0.04040548659669935,0.00029339429683782606
14.850000000000001,15804,391135,2243,7849505,0.04040548659669935,0.00028575050273870774
14.9,15804,391135,2195,7849505,0.04040548659669935,0.00027963546745941306
14.950000000000001,15804,391135,2154,7849505,0.04040548659669935,0.0002744122081583488
15.0,15804,391135,2099,7849505,0.04040548659669935,0.0002674053969008237
15.05,15804,391135,2047,7849505,0.04040548659669935,0.00026078077534825447
15.100000000000001,15804,391135,2001,7849505,0.04040548659669935,0.00025492053320559703
15.15,15804,391135,1959,7849505,0.04040548659669935,0.0002495698773362142
15.200000000000001,15804,391135,1909,7849505,0.04040548659669935,0.00024320004892028224
15.25,15804,391135,1861,7849505,0.04040548659669935,0.00023708501364098756
15.3,15804,391135,1815,7849505,0.04040548659669935,0.00023122477149833015
